7792-keohane-4e-403a-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:78,default,location,US,10.140.107.31
7792-keohane-4e-403b-w,AIR-AP1810W-B-K9,00:42:5a:b0:1f:30,default,location,US,10.140.107.61
7792-keohane-4e-403c-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:08,default,location,US,10.140.107.175
7792-keohane-4e-403d-w,AIR-AP1810W-B-K9,00:42:5a:b0:2c:30,default,location,US,10.140.107.82
7792-keohane-4e-403lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:08,default,location,US,10.140.107.106
7792-keohane-4e-404a-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:38,default,location,US,10.140.107.63
7792-keohane-4e-404b-w,AIR-AP1810W-B-K9,00:42:5a:b0:2b:c8,default,location,US,10.140.107.211
7792-keohane-4e-404c-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:08,keohane,US,10.140.107.176,0
7792-keohane-4e-404lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:3e:60,keohane,US,10.140.107.187,0
7792-keohane-4e-405-w,AIR-AP1810W-B-K9,00:42:5a:b0:25:50,default,location,US,10.140.107.147
7792-keohane-4e-406-w,AIR-AP1810W-B-K9,00:42:5a:b0:5d:f0,default,location,US,10.140.107.220
7792-keohane-4e-407-w,AIR-AP1810W-B-K9,00:42:5a:b0:5a:58,default,location,US,10.140.107.68
7792-keohane-4e-408a-w,AIR-AP1810W-B-K9,00:42:5a:b0:1b:98,default,location,US,10.140.107.168
7792-keohane-4e-408b-w,AIR-AP1810W-B-K9,00:42:5a:b0:18:38,default,location,US,10.140.107.185
7792-keohane-4e-408c-w,AIR-AP1810W-B-K9,00:42:5a:b0:05:b8,default,location,US,10.140.107.248
7792-keohane-4e-408d-w,AIR-AP1810W-B-K9,00:42:5a:b0:37:50,default,location,US,10.140.107.96
7792-keohane-4e-408lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:63:e0,default,location,US,10.140.107.70
7792-keohane-4e-409-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:80,default,location,US,10.140.107.236
7792-keohane-4e-410a-w,AIR-AP1810W-B-K9,00:42:5a:b0:13:80,default,location,US,10.140.107.210
7792-keohane-4e-410b-w,AIR-AP1810W-B-K9,00:42:5a:b0:5e:98,default,location,US,10.140.107.139
7792-keohane-4e-410c-w,AIR-AP1810W-B-K9,00:42:5a:b0:19:68,default,location,US,10.140.107.164
7792-keohane-4e-410d-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:60,default,location,US,10.140.107.66
7792-keohane-4e-410lr-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:00,default,location,US,10.140.107.222
7792-keohane-4e-411-w,AIR-AP1810W-B-K9,00:42:5a:b0:16:f0,default,location,US,10.140.107.78
7792-keohane-4e-412a-w,AIR-AP1810W-B-K9,00:42:5a:b0:19:18,default,location,US,10.140.107.208
7792-keohane-4e-412b-w,AIR-AP1810W-B-K9,00:42:5a:b0:19:80,default,location,US,10.140.107.15
7792-keohane-4e-412c-w,AIR-AP1810W-B-K9,00:42:5a:b2:5a:a8,default,location,US,10.140.107.157
7792-keohane-4e-412d-w,AIR-AP1810W-B-K9,00:42:5a:b2:54:c8,default,location,US,10.140.107.232
7792-keohane-4e-412lr-w,AIR-AP1810W-B-K9,00:42:5a:b2:50:f8,default,location,US,10.140.107.217
7792-keohane-4e-413-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:18,default,location,US,10.140.107.204
7792-keohane-4e-414-w,AIR-AP1810W-B-K9,00:42:5a:b2:54:f8,default,location,US,10.140.107.50
7792-keohane-4e-415-w,AIR-AP1810W-B-K9,00:42:5a:b2:5e:00,default,location,US,10.140.107.223
7792-keohane-4e-416a-w,AIR-AP1810W-B-K9,00:42:5a:b2:5d:28,default,location,US,10.140.107.57
7792-keohane-4e-416b-w,AIR-AP1810W-B-K9,00:42:5a:b2:52:e8,default,location,US,10.140.107.26
7792-keohane-4e-416c-w,AIR-AP1810W-B-K9,00:42:5a:b2:50:38,default,location,US,10.140.107.146
7792-keohane-4e-416d-w,AIR-AP1810W-B-K9,00:42:5a:b2:55:58,default,location,US,10.140.107.28
7792-keohane-4e-416lr-w,AIR-AP1810W-B-K9,00:42:5a:b2:52:58,default,location,US,10.140.107.76
7792-keohane-4e-417-w,AIR-AP1810W-B-K9,00:42:5a:b2:5b:38,default,location,US,10.140.107.137
7792-keohane-4e-418-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:a8,default,location,US,10.140.107.135
7792-keohane-4e-419-w,AIR-AP1810W-B-K9,00:42:5a:b2:55:a8,default,location,US,10.140.107.172
7792-keohane-4e-420a-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:f0,default,location,US,10.140.107.115
7792-keohane-4e-420b-w,AIR-AP1810W-B-K9,00:42:5a:b0:5f:68,default,location,US,10.140.107.34
7792-keohane-4e-420c-w,AIR-AP1810W-B-K9,00:42:5a:b0:62:88,default,location,US,10.140.107.107
7792-keohane-4e-420d-w,AIR-AP1810W-B-K9,00:42:5a:b2:54:d0,default,location,US,10.140.107.186
7792-keohane-4e-420lr-w,AIR-AP1810W-B-K9,00:42:5a:b2:4b:10,default,location,US,10.140.107.214
7795-keohane-4b-203-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:b0,Keohane,4b,US,10.140.62.63
7795-keohane-4b-204-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:d0,Keohane,4b,US,10.140.54.104
7795-keohane-4b-205-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:d8,Keohane,4b,US,10.140.54.219
7795-keohane-4b-206-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:20,Keohane,4b,US,10.140.54.119
7795-keohane-4b-207-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:18,Keohane,4b,US,10.140.54.89
7795-keohane-4b-208-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:f0,Keohane,4b,US,10.140.54.223
7795-keohane-4b-209-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:28,Keohane,4b,US,10.140.62.102
7795-keohane-4b-210-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:a0,Keohane,4b,US,10.140.54.122
7795-keohane-4b-211-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:60,Keohane,4b,US,10.140.54.99
7795-keohane-4b-212-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:f8,default,location,US,10.140.54.199
7795-keohane-4b-213-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:a8,Keohane,4b,US,10.140.54.227
7795-keohane-4b-214-w,AIR-AP1810W-B-K9,00:42:5a:b0:32:b0,Keohane,4b,US,10.140.54.92
7795-keohane-4b-215-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:80,Keohane,4b,US,10.140.54.114
7795-keohane-4b-216-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:a0,Keohane,4b,US,10.140.54.231
7795-keohane-4b-217-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:00,Keohane,4b,US,10.140.54.74
7795-keohane-4b-218-w,AIR-AP1810W-B-K9,00:42:5a:b2:61:d8,Keohane,4b,US,10.140.54.112
7795-keohane-4b-219-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:90,Keohane,4b,US,10.140.54.238
7795-keohane-4b-220-w,AIR-AP1810W-B-K9,00:42:5a:ae:5e:90,Keohane,4b,US,10.140.54.200
7795-keohane-4b-221-w,AIR-AP1810W-B-K9,00:42:5a:b0:58:58,Keohane,4b,US,10.140.54.127
7795-keohane-4b-222-w,AIR-AP1810W-B-K9,00:42:5a:b0:5b:38,Keohane,4b,US,10.140.54.116
7795-keohane-4b-223-w,AIR-AP1810W-B-K9,00:42:5a:b2:60:b0,Keohane,4b,US,10.140.54.98
7795-keohane-4b-301den-w,AIR-AP2802I-B-K9,2c:5a:0f:a6:68:50,default,location,US,10.140.54.68
7795-keohane-4b-301-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:10,Keohane,4b,US,10.140.54.205
7795-keohane-4b-302-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:b8,Keohane,4b,US,10.140.62.31
7795-keohane-4b-303-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:98,Keohane,4b,US,10.140.54.166
7795-keohane-4b-304-w,AIR-AP1810W-B-K9,00:42:5a:b0:65:f0,Keohane,4b,US,10.140.54.207
7795-keohane-4b-305-w,AIR-AP1810W-B-K9,00:42:5a:b0:0b:e0,Keohane,4b,US,10.140.54.206
7795-keohane-4b-306-w,AIR-AP1810W-B-K9,00:42:5a:ae:59:70,Keohane,4b,US,10.140.54.123
7795-keohane-4b-307-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:10,Keohane,4b,US,10.140.54.208
7795-keohane-4b-308-w,AIR-AP1810W-B-K9,00:42:5a:b0:06:78,Keohane,4b,US,10.140.54.88
7795-keohane-4b-309-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:40,Keohane,4b,US,10.140.54.83
7795-keohane-4b-310-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:90,Keohane,4b,US,10.140.54.82
7795-keohane-4b-311-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:b8,Keohane,4b,US,10.140.62.112
7795-keohane-4b-312-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:a8,Keohane,4b,US,10.140.54.210
7795-keohane-4b-313-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:48,Keohane,4b,US,10.140.54.211
7795-keohane-4b-314-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:d8,Keohane,4b,US,10.140.54.212
7795-keohane-4b-315-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:58,Keohane,4b,US,10.140.54.79
7795-keohane-4b-316-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:b0,Keohane,4b,US,10.140.54.6
7795-keohane-4b-317-w,AIR-AP1810W-B-K9,00:42:5a:b0:05:68,Keohane,4b,US,10.140.54.195
7795-keohane-4b-319-w,AIR-AP1810W-B-K9,00:42:5a:b0:02:70,Keohane,4b,US,10.140.54.213
7795-keohane-4b-320-w,AIR-AP1810W-B-K9,00:42:5a:b0:33:38,Keohane,4b,US,10.140.54.214
7795-keohane-4b-322-w,AIR-AP1810W-B-K9,00:42:5a:b0:4c:00,Keohane,4b,US,10.140.54.27
7795-keohane-4b-323-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:98,Keohane,4b,US,10.140.54.75
7795-keohane-4b-325-w,AIR-AP1810W-B-K9,00:42:5a:b0:3d:78,Keohane,4b,US,10.140.54.76
7795-keohane-4b-326-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:50,Keohane,4b,US,10.140.54.215
7795-keohane-4b-327-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:68,Keohane,4b,US,10.140.54.216
7795-keohane-4b-328-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:20,Keohane,4b,US,10.140.54.35
7795-keohane-4b-401lr-w,AIR-AP2802I-B-K9,2c:5a:0f:d6:0b:82,default,location,US,10.140.54.13
7795-keohane-4b-402sem-h-w,AIR-AP2802I-B-K9,2c:5a:0f:d6:34:72,default,location,US,10.140.54.10
7795-keohane-4b-402-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:70,Keohane,4b,US,10.140.54.204
7795-keohane-4b-403-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:f8,Keohane,4b,US,10.140.54.73
7795-keohane-4b-404-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:28,Keohane,4b,US,10.140.54.194
7795-keohane-4b-405-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:78,Keohane,4b,US,10.140.54.193
7795-keohane-4b-406-w,AIR-AP1810W-B-K9,00:42:5a:b0:0a:d0,Keohane,4b,US,10.140.54.155
7795-keohane-4b-407-w,AIR-AP1810W-B-K9,00:42:5a:ae:63:b8,Keohane,4b,US,10.140.54.72
7795-keohane-4b-409-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:18,Keohane,4b,US,10.140.54.192
7795-keohane-4b-410-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:48,Keohane,4b,US,10.140.54.70
7795-keohane-4b-411-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:50,Keohane,4b,US,10.140.54.190
7795-keohane-4b-412-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:e8,Keohane,4b,US,10.140.54.189
7795-keohane-4b-413-w,AIR-AP1810W-B-K9,00:42:5a:b0:0a:58,Keohane,4b,US,10.140.54.69
7795-keohane-4b-415-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:28,Keohane,4b,US,10.140.54.5
7795-keohane-4b-416-w,AIR-AP1810W-B-K9,00:42:5a:b0:07:90,Keohane,4b,US,10.140.54.188
7795-keohane-4b-417-w,AIR-AP1810W-B-K9,00:42:5a:b0:03:98,Keohane,4b,US,10.140.54.67
7795-keohane-4b-418-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:d0,Keohane,4b,US,10.140.54.187
7795-keohane-4b-419-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:08,Keohane,4b,US,10.140.54.65
7795-keohane-4b-501-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:00,Keohane,4b,US,10.140.54.64
7795-keohane-4b-502-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:38,Keohane,4b,US,10.140.54.186
7795-keohane-4b-503-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:70,Keohane,4b,US,10.140.54.78
7795-keohane-4b-504-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:98,Keohane,4b,US,10.140.54.182
7795-keohane-4b-505-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:f0,Keohane,4b,US,10.140.54.185
7795-keohane-4b-506-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:10,Keohane,4b,US,10.140.54.184
7795-keohane-4b-507-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:10,Keohane,4b,US,10.140.54.63
7795-keohane-4b-508-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:00,Keohane,4b,US,10.140.62.90
7795-keohane-4b-511-w,AIR-AP1810W-B-K9,00:42:5a:ae:5a:10,Keohane,4b,US,10.140.54.179
7795-keohane-4b-512-w,AIR-AP1810W-B-K9,00:42:5a:b0:0d:38,Keohane,4b,US,10.140.62.52
7795-keohane-4b-513-w,AIR-AP1810W-B-K9,00:42:5a:b0:0a:f0,Keohane,4b,US,10.140.54.129
7795-keohane-4b-514-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:f8,Keohane,4b,US,10.140.54.180
7795-keohane-4b-515-w,AIR-AP1810W-B-K9,00:42:5a:b0:04:80,Keohane,4b,US,10.140.54.61
7795-keohane-4b-516-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:c8,Keohane,4b,US,10.140.62.66
7795-keohane-4b-517-w,AIR-AP1810W-B-K9,00:42:5a:b2:03:90,Keohane,4b,US,10.140.54.57
7795-keohane-4b-518-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:08,Keohane,4b,US,10.140.54.154
7795-keohane-4b-519-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:98,Keohane,4b,US,10.140.54.46
7795-keohane-4b-520-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:28,Keohane,4b,US,10.140.54.58
7795-keohane-4b-522-w,AIR-AP1810W-B-K9,00:42:5a:b2:01:b8,Keohane,4b,US,10.140.54.175
7795-keohane-4b-523-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:28,Keohane,4b,US,10.140.54.178
7795-keohane-4b-524-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:78,Keohane,4b,US,10.140.62.67
7795-keohane-4b-525-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:58,Keohane,4b,US,10.140.54.56
7795-keohane-4b-526-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:a8,Keohane,4b,US,10.140.54.170
7795-keohane-4b-527-w,AIR-AP1810W-B-K9,00:42:5a:b0:05:b0,default,location,US,10.140.54.55
7795-keohane-4b-528-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:18,Keohane,4b,US,10.140.54.176
7795-keohane-4b-601-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:38,default,location,US,10.140.54.163
7795-keohane-4b-602-w,AIR-AP1810W-B-K9,00:42:5a:b0:03:d0,default,location,US,10.140.54.43
7795-keohane-4b-603-w,AIR-AP1810W-B-K9,00:42:5a:b0:12:f0,default,location,US,10.140.54.198
7795-keohane-4b-604-w,AIR-AP1810W-B-K9,00:42:5a:b0:11:80,default,location,US,10.140.54.161
7795-keohane-4b-605-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:a0,default,location,US,10.140.54.165
7795-keohane-4b-606-w,AIR-AP1810W-B-K9,00:42:5a:b0:09:68,default,location,US,10.140.54.162
7795-keohane-4b-607-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:00,default,location,US,10.140.54.48
7795-keohane-4b-609-w,AIR-AP1810W-B-K9,00:42:5a:b0:0f:00,default,location,US,10.140.62.114
7795-keohane-4b-610-w,AIR-AP1810W-B-K9,00:42:5a:b0:10:d0,default,location,US,10.140.54.49
7795-keohane-4b-611-w,AIR-AP1810W-B-K9,00:42:5a:b0:06:68,Keohane,4b,US,10.140.54.53
7795-keohane-4b-612-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:30,Keohane,4b,US,10.140.62.21
7795-keohane-4b-613-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:b0,Keohane,4b,US,10.140.54.171
7795-keohane-4b-614-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:e8,default,location,US,10.140.54.173
7795-keohane-4b-615-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:d0,Keohane,4b,US,10.140.54.54
7795-keohane-4b-616-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:08,Keohane,4b,US,10.140.54.174
7795-keohane-4b-617-w,AIR-AP1810W-B-K9,00:42:5a:b2:08:58,Keohane,4b,US,10.140.54.172
7795-keohane-4d-101st-c,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:60,default,location,US,10.140.54.42
7795-keohane-4d-101-w,AIR-AP1810W-B-K9,00:42:5a:b2:57:98,default,location,US,10.140.62.47
7795-keohane-4d-102-w,AIR-AP1810W-B-K9,00:42:5a:b2:2d:58,default,location,US,10.140.62.46
7795-keohane-4d-103-w,AIR-AP1810W-B-K9,00:42:5a:b2:3b:90,default,location,US,10.140.62.82
7795-keohane-4d-105-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:08,default,location,US,10.140.62.91
7795-keohane-4d-106-w,AIR-AP1810W-B-K9,00:42:5a:b0:5c:e0,default,location,US,10.140.62.55
7795-keohane-4d-201sem-w,AIR-AP2802I-B-K9,00:c8:8b:6a:25:64,default,location,US,10.140.54.24
7795-keohane-4d-201-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:00,default,location,US,10.140.62.7
7795-keohane-4d-202-w,AIR-AP1810W-B-K9,00:42:5a:b2:54:88,default,location,US,10.140.62.104
7795-keohane-4d-203-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:c0,default,location,US,10.140.62.72
7795-keohane-4d-204-w,AIR-AP1810W-B-K9,00:42:5a:b0:64:e8,default,location,US,10.140.54.16
7795-keohane-4d-205-w,AIR-AP1810W-B-K9,00:42:5a:b2:07:90,default,location,US,10.140.62.41
7795-keohane-4d-206-w,AIR-AP1810W-B-K9,00:42:5a:b2:0a:68,default,location,US,10.140.54.52
7795-keohane-4d-208-w,AIR-AP1810W-B-K9,00:42:5a:b0:0e:08,default,location,US,10.140.62.13
7795-keohane-4d-209-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:b0,default,location,US,10.140.62.23
7795-keohane-4d-210-w,AIR-AP1810W-B-K9,00:42:5a:b0:3a:c8,default,location,US,10.140.62.59
7795-keohane-4d-211-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:68,default,location,US,10.140.62.34
7795-keohane-4d-212-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:60,default,location,US,10.140.62.29
7795-keohane-4d-213-w,AIR-AP1810W-B-K9,00:42:5a:b0:59:18,default,location,US,10.140.62.92
7795-keohane-4d-214-w,AIR-AP1810W-B-K9,00:42:5a:b0:0c:48,default,location,US,10.140.54.31
7795-keohane-4d-215-w,AIR-AP1810W-B-K9,00:42:5a:b2:02:68,default,location,US,10.140.62.81
7795-keohane-4d-216-w,AIR-AP1810W-B-K9,00:42:5a:b2:09:c0,default,location,US,10.140.62.98
7795-keohane-4d-217-w,AIR-AP1810W-B-K9,00:42:5a:b0:22:00,default,location,US,10.140.62.49
7795-keohane-4d-218-w,AIR-AP1810W-B-K9,00:42:5a:b0:3b:f0,default,location,US,10.140.62.54
7795-keohane-4d-219-w,AIR-AP1810W-B-K9,00:42:5a:b0:61:f0,default,location,US,10.140.62.60
7795-keohane-4d-301lr-w,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:38,default,location,US,10.140.54.103
7795-keohane-4d-301st-w,AIR-AP2802I-B-K9,2c:5a:0f:ed:1c:14,default,location,US,10.140.54.77
7795-keohane-4d-301-w,AIR-AP1810W-B-K9,00:42:5a:b2:06:b0,default,location,US,10.140.62.123
7795-keohane-4d-302-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:e8,default,location,US,10.140.62.39
7795-keohane-4d-303-w,AIR-AP1810W-B-K9,00:42:5a:b2:56:e0,default,location,US,10.140.62.24
7795-keohane-4d-304-w,AIR-AP1810W-B-K9,00:42:5a:b2:4e:a0,default,location,US,10.140.62.25
7795-keohane-4d-305-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:78,default,location,US,10.140.62.40
7795-keohane-4d-306-w,AIR-AP1810W-B-K9,00:42:5a:b2:04:e0,default,location,US,10.140.62.48
7795-keohane-4d-308-w,AIR-AP1810W-B-K9,00:42:5a:b2:00:b8,default,location,US,10.140.62.10
7795-keohane-4d-309-w,AIR-AP1810W-B-K9,00:42:5a:b2:57:b8,default,location,US,10.140.62.17
7795-keohane-4d-310-w,AIR-AP1810W-B-K9,00:42:5a:b2:5c:28,default,location,US,10.140.62.28
7795-keohane-4d-311-w,AIR-AP1810W-B-K9,00:42:5a:b2:56:60,default,location,US,10.140.62.57
7795-keohane-4d-312-w,AIR-AP1810W-B-K9,00:42:5a:b0:55:68,default,location,US,10.140.62.19
7795-keohane-4d-313-w,AIR-AP1810W-B-K9,00:42:5a:b2:59:18,default,location,US,10.140.62.33
7795-keohane-4d-314-w,AIR-AP1810W-B-K9,00:42:5a:b0:54:a0,default,location,US,10.140.62.35
7795-keohane-4d-315-w,AIR-AP1810W-B-K9,00:42:5a:b0:56:38,default,location,US,10.140.62.93
7795-keohane-4d-316-w,AIR-AP1810W-B-K9,00:42:5a:b2:05:68,keohane,US,10.140.62.107,0
7795-keohane-4d-317-w,AIR-AP1810W-B-K9,00:42:5a:b2:51:b8,default,location,US,10.140.62.27
7795-keohane-4d-501-w,AIR-AP2802I-B-K9,2c:5a:0f:a6:68:90,default,location,US,10.140.54.71
7795-wel4a-201-sem,AIR-CAP3502E-A-K9,2c:54:2d:8e:f8:3c,keohane-4a,US,10.140.62.69,0
7795-wel4a-211-h-w,AIR-CAP3502E-A-K9,2c:54:2d:7c:a3:21,keohane-4a,US,10.140.62.80,1
7795-wel4b-205-h-w,AIR-CAP3502E-A-K9,2c:54:2d:a4:2b:ed,keohane-4a,US,10.140.62.30,0
7795-wel4b-401-kit-h-c,AIR-CAP3502E-A-K9,2c:54:2d:9e:15:b7,keohane-4a,US,10.140.62.100,1
7795-wel4b-401-telcom-w,AIR-CAP3502E-A-K9,2c:54:2d:12:fd:79,keohane-4a,US,10.140.62.56,0
7795-wel4b-602-h-w,AIR-CAP3502E-A-K9,2c:54:2d:a4:19:2a,keohane-4a,US,10.140.62.88,1
7795-wel4b-somewhere-1,AIR-CAP3502E-A-K9,2c:54:2d:8e:e4:01,default,location,US,10.140.54.60
7795-wel4d-001dinner-w,AIR-CAP3502I-A-K9,e8:b7:48:69:6e:46,keohane-4a,US,10.140.62.62,4
7795-wel4d-001-telcom-w,AIR-CAP3502E-A-K9,2c:54:2d:0a:35:03,keohane-4a,US,10.140.62.86,1
7795-wel4d-108-h-c,AIR-CAP3602I-A-K9,3c:08:f6:a2:ef:55,keohane-4a,US,10.140.62.106,1
7795-wel4d-bella-union-c,AIR-CAP3502E-A-K9,2c:54:2d:9e:18:3d,keohane-4a,US,10.140.62.119,1
7795-welb-101-telcom-w,AIR-CAP3502E-A-K9,2c:54:2d:18:f9:e0,keohane-4a,US,10.140.62.53,1
7795-wel-b201den-h-c,AIR-CAP3502I-A-K9,c4:64:13:00:2a:a0,keohane-4a,US,10.140.54.66,2
7795-wel-k4-008a-h-c,AIR-CAP3702I-A-K9,a8:9d:21:e1:08:64,keohane-4a,US,10.140.107.190,0
7795-wel-k4-014-h-c,AIR-CAP3702I-A-K9,a8:9d:21:e1:09:a0,keohane-4a,US,10.140.107.143,0
7795-wel-k4-101m-w,AIR-CAP3702E-A-K9,00:c8:8b:7e:3b:80,Well-K4,US,10.140.107.170,1
7795-wel-k4-225-h-c,AIR-CAP3702I-A-K9,a8:9d:21:ca:1c:e8,default,US,10.140.107.27,3
7795-wel-k4-403d-h-c,AIR-CAP3702I-A-K9,a8:9d:21:e2:59:e4,keohane-4a,US,10.140.107.77,0
7795-wel-k4-404-h-c,AIR-CAP3702I-A-K9,a8:9d:21:df:f9:6c,keohane-4a,US,10.140.107.108,0
7795-wel-k4-408d-h-c,AIR-CAP3702I-A-K9,a8:9d:21:df:fa:18,keohane-4a,US,10.140.107.163,0
7795-wel-k4-410-h-c,AIR-CAP3702I-A-K9,a8:9d:21:c8:98:70,keohane-4a,US,10.140.107.179,0
7795-wel-k4-413c-h-c,AIR-CAP3702I-A-K9,a8:9d:21:df:f9:00,keohane-4a,US,10.140.107.97,0
7795-wel-k4-416b-h-c,AIR-CAP3702I-A-K9,a8:9d:21:c8:98:d8,keohane-4a,US,10.140.107.91,0
7795-wel-k4-420d-h-c,AIR-CAP3702I-A-K9,a8:9d:21:c8:9b:f0,keohane-4a,US,10.140.107.25,0
7795-wel-tc-b102-w,AIR-CAP3502E-A-K9,2c:54:2d:0d:e1:05,keohane-4a,US,10.140.62.32,3
7815-primate-n-mechrm-w,AIR-CAP3602E-A-K9,7c:ad:74:84:ff:b0,primate,US,10.140.51.9,4
7817-primate-wheeler-02-w,AIR-CAP3502E-A-K9,64:9e:f3:8e:f8:d5,primate,US,10.140.51.27,7
7818-primate-06-h-c,AIR-CAP3602I-A-K9,4c:4e:35:c7:26:12,primate,US,10.140.51.19,12
7818-primate-triplex-103-h-w,AIR-CAP3502E-A-K9,64:9e:f3:90:56:c5,primate,US,10.140.51.29,3
7831-primate-getty-class-rm-w,AIR-CAP3602E-A-K9,7c:ad:74:28:59:d5,default,US,10.140.51.30,3
7831-primate-nr105-h-c,AIR-CAP3602I-A-K9,7c:ad:74:fb:f4:6e,primate,US,10.140.51.16,1
7831-primate-nr112-h-c,AIR-CAP3602I-A-K9,7c:ad:74:28:59:21,primate,US,10.140.51.28,0
7831-primate-nre20-h-c,AIR-CAP3602I-A-K9,bc:16:65:16:52:03,primate,US,10.140.51.18,1
7831-primate-nrf11-h-c,AIR-CAP3602I-A-K9,bc:16:65:16:5b:39,primate,US,10.140.51.13,0
8067-lyndhurst-115-desk,AIR-CAP3502E-A-K9,28:94:0f:c1:13:b0,lyndhurst,US,10.140.15.38,2
8067-lyndhurst-apt-attic,AIR-CAP3502I-A-K9,c4:64:13:38:c2:01,Lyndhurst,US,10.140.15.50,5
